brand,year,selling_price,km_driven,fuel_type,transmission,owner_type
Mahindra,2007,7.836682822451521,75013,Diesel,Manual,First Owner
Renault,2017,3.0,245966,Petrol,Manual,First Owner
Volkswagen,2012,8.330589046666734,76006,Petrol,Manual,Second Owner
Mahindra,2012,3.0,226092,Diesel,Manual,First Owner
Audi,2020,25.67976981586711,232148,Diesel,Automatic,Fourth & Above Owner
Hyundai,2021,3.0,170102,Petrol,Manual,Second Owner
Ford,2021,15.833743276275966,42477,Cng,Automatic,Second Owner
Toyota,2019,25.885534500923555,55393,Petrol,Manual,Fourth & Above Owner
Mahindra,2022,3.0,233886,Petrol,Manual,First Owner
Skoda,2017,20.007522169359945,5363,Petrol,Manual,Second Owner
Tata,2020,4.371904521470677,128432,Petrol,Manual,First Owner
Tata,2014,3.0,151088,Petrol,Manual,First Owner
Skoda,2005,3.0,210378,Diesel,Manual,Third Owner
Nissan,2019,3.0,224291,Diesel,Manual,First Owner
Maruti,2021,12.00354315431543,74478,Petrol,Manual,Third Owner
Toyota,2010,14.179235653941298,128122,Diesel,Automatic,Third Owner
Audi,2012,32.97841027623478,160310,Lpg,Automatic,Second Owner
Mercedes,2015,35.14949423358305,241469,Petrol,Manual,Second Owner
Kia,2016,5.699270763843024,141364,Petrol,Manual,Third Owner
Volkswagen,2017,12.691770544372535,34843,Petrol,Manual,First Owner
Maruti,2012,3.0,231420,Diesel,Manual,Second Owner
Nissan,2020,5.218617064628621,130549,Petrol,Automatic,First Owner
Mahindra,2019,14.822853047103262,48928,Diesel,Manual,First Owner
Hyundai,2021,16.24707614928836,51617,Diesel,Manual,First Owner
Audi,2015,37.1638964790676,55119,Diesel,Manual,First Owner
Bmw,2006,23.418964552950204,181707,Petrol,Manual,First Owner
Maruti,2020,3.0,237496,Petrol,Manual,Second Owner
Mahindra,2006,12.662835091417872,113133,Petrol,Manual,Second Owner
Volkswagen,2008,9.319825495218204,29001,Diesel,Manual,Third Owner
Tata,2010,3.0,222681,Diesel,Automatic,Second Owner
Audi,2008,27.45104657197863,160497,Diesel,Manual,Third Owner
Ford,2018,8.073819450126184,144834,Diesel,Manual,Third Owner
Volkswagen,2012,13.214148168121568,19838,Petrol,Manual,Third Owner
Renault,2008,3.0,242797,Petrol,Manual,First Owner
Honda,2005,13.24872695124805,23862,Petrol,Manual,First Owner
Honda,2008,3.6577039710962094,154549,Petrol,Manual,First Owner
Audi,2017,33.562546164894144,151301,Petrol,Manual,First Owner
Renault,2019,3.0,130892,Petrol,Manual,Third Owner
Volkswagen,2010,3.0,140085,Diesel,Manual,Second Owner
Volkswagen,2006,8.215850445493512,102479,Petrol,Manual,Third Owner
Tata,2015,3.0,145391,Petrol,Manual,First Owner
Nissan,2019,11.640478153814717,94140,Petrol,Manual,Third Owner
Volkswagen,2006,3.7812116868263996,121044,Petrol,Manual,First Owner
Audi,2019,34.09982228490116,171139,Petrol,Manual,First Owner
Nissan,2008,3.0,186878,Petrol,Manual,Third Owner
Nissan,2009,8.935635882026316,42569,Petrol,Manual,First Owner
Audi,2016,26.116783636134606,248086,Lpg,Manual,Second Owner
Mercedes,2005,48.76715001460381,28690,Petrol,Manual,First Owner
Renault,2010,8.05359620432768,72566,Petrol,Manual,Third Owner
Mercedes,2007,49.27263565159115,89971,Petrol,Manual,Second Owner
Toyota,2008,19.82887356763252,84242,Petrol,Manual,Third Owner
Audi,2018,37.040851970100675,91209,Diesel,Manual,Second Owner
Hyundai,2009,7.24914643311469,84147,Petrol,Manual,Second Owner
Nissan,2005,3.0,111823,Diesel,Manual,Second Owner
Tata,2008,3.0,192000,Cng,Manual,Second Owner
Bmw,2006,25.634849764349983,207728,Diesel,Manual,Second Owner
Maruti,2016,3.122613442085012,90263,Petrol,Manual,First Owner
Mahindra,2022,16.08825206629387,68314,Petrol,Manual,Second Owner
Kia,2008,6.51735427999504,170800,Petrol,Automatic,First Owner
Skoda,2018,20.769158139730656,19594,Diesel,Manual,First Owner
Tata,2011,3.0,114242,Petrol,Manual,Second Owner
Hyundai,2006,6.303231468784738,58902,Diesel,Manual,Second Owner
Skoda,2017,7.026825379462231,153912,Petrol,Manual,Second Owner
Kia,2008,14.727619979571784,24181,Petrol,Automatic,Fourth & Above Owner
Mahindra,2014,3.0,208108,Petrol,Manual,First Owner
Bmw,2014,38.57803649486115,71148,Petrol,Automatic,Fourth & Above Owner
Toyota,2015,20.550462747252013,130944,Diesel,Manual,Second Owner
Mercedes,2007,41.65750555913024,145198,Diesel,Manual,First Owner
Ford,2009,3.0,121417,Petrol,Manual,Second Owner
Hyundai,2018,10.386443307805155,114758,Petrol,Manual,First Owner
Toyota,2021,23.807415580057157,70408,Diesel,Manual,Fourth & Above Owner
Volkswagen,2005,3.0,194269,Petrol,Automatic,First Owner
Mercedes,2012,46.01566924267181,131396,Diesel,Manual,First Owner
Maruti,2020,9.091190506282643,57865,Petrol,Manual,Second Owner
Kia,2010,11.664645238546541,69291,Diesel,Manual,First Owner
Bmw,2013,40.92604958463802,112463,Diesel,Automatic,First Owner
Nissan,2021,3.0,211674,Petrol,Manual,First Owner
Nissan,2022,3.0,240535,Petrol,Manual,Third Owner
Mahindra,2016,13.175549319060416,100271,Petrol,Manual,First Owner
Hyundai,2017,8.183100357232789,101808,Petrol,Automatic,Second Owner
Mercedes,2016,50.73585728620704,36631,Diesel,Automatic,First Owner
Mahindra,2010,11.364682872496008,138692,Petrol,Manual,Third Owner
Mahindra,2020,14.410971759754716,63792,Petrol,Manual,Third Owner
Renault,2005,3.0,205790,Diesel,Manual,Third Owner
Nissan,2006,3.0,135972,Diesel,Manual,First Owner
Mercedes,2015,57.40734868039567,59357,Petrol,Manual,First Owner
Renault,2020,3.0,229490,Diesel,Manual,Third Owner
Mahindra,2019,3.0,204780,Petrol,Manual,First Owner
Honda,2017,13.40334228765469,78637,Diesel,Manual,First Owner
Audi,2011,44.81595121347599,34430,Petrol,Manual,Third Owner
Mahindra,2011,13.107972284694,69774,Diesel,Manual,First Owner
Renault,2012,3.0,97290,Petrol,Automatic,First Owner
Maruti,2009,4.259686979536303,104607,Petrol,Automatic,First Owner
Toyota,2012,6.994290032411156,206466,Diesel,Manual,First Owner
Tata,2006,3.0,242099,Petrol,Manual,Fourth & Above Owner
Audi,2010,22.390004440498252,188084,Petrol,Automatic,First Owner
Nissan,2021,3.0,212078,Petrol,Automatic,First Owner
Mahindra,2017,16.315056355266957,35656,Diesel,Manual,First Owner
Mercedes,2007,44.022732285869026,41668,Petrol,Manual,First Owner
Bmw,2010,27.248759708345055,227492,Diesel,Automatic,Second Owner
Kia,2009,7.765745372956067,155369,Petrol,Manual,Second Owner
Nissan,2010,8.49631818913209,62752,Diesel,Manual,Second Owner
Hyundai,2017,3.0,199006,Cng,Manual,Second Owner
Mercedes,2021,58.18379858305528,47866,Petrol,Automatic,First Owner
Volkswagen,2017,6.73993234833568,193162,Diesel,Manual,First Owner
Hyundai,2013,3.0,221362,Petrol,Manual,Third Owner
Tata,2007,3.0,124767,Petrol,Manual,Third Owner
Nissan,2007,3.0,165811,Diesel,Manual,First Owner
Volkswagen,2019,4.4895063701074385,184298,Diesel,Manual,Third Owner
Honda,2017,3.0,220686,Diesel,Manual,Third Owner
Toyota,2014,18.65058295288635,147978,Cng,Manual,Third Owner
Skoda,2015,13.722461758721336,76905,Petrol,Automatic,Third Owner
Toyota,2020,25.30622321323994,54354,Diesel,Manual,Fourth & Above Owner
Mahindra,2019,11.724278771577191,92107,Petrol,Manual,First Owner
Volkswagen,2006,11.400391418418419,18733,Lpg,Manual,First Owner
Kia,2012,6.775053091792984,176172,Diesel,Manual,Fourth & Above Owner
Mahindra,2005,4.709322783268359,95527,Petrol,Manual,Second Owner
Tata,2011,3.0,179333,Diesel,Manual,Second Owner
Renault,2016,10.396024665938175,20175,Diesel,Manual,First Owner
Mahindra,2008,9.374438025128306,83858,Cng,Manual,First Owner
Bmw,2007,39.31455739386898,101778,Diesel,Manual,Fourth & Above Owner
Tata,2013,13.014239709198101,26448,Diesel,Manual,First Owner
Hyundai,2014,3.0,208075,Petrol,Manual,Second Owner
Tata,2017,5.764006011479301,151400,Petrol,Manual,First Owner
Nissan,2005,3.0,211852,Diesel,Manual,Fourth & Above Owner
Kia,2009,3.0,201454,Petrol,Automatic,First Owner
Renault,2019,10.889831424537455,13348,Petrol,Manual,Third Owner
Ford,2017,3.0,217010,Lpg,Automatic,First Owner
Skoda,2021,20.038403810883413,22036,Cng,Automatic,Fourth & Above Owner
Mahindra,2019,3.0,218435,Lpg,Automatic,First Owner
Bmw,2020,31.178271437149256,169117,Petrol,Automatic,Third Owner
Audi,2014,25.987483093221368,205760,Petrol,Manual,Second Owner
Audi,2022,38.56908902518927,127499,Cng,Manual,First Owner
Tata,2012,3.0,44237,Petrol,Manual,First Owner
Audi,2021,46.03026915530595,41592,Petrol,Manual,Second Owner
Bmw,2012,44.40826224407914,34086,Petrol,Manual,Second Owner
Nissan,2012,3.0,202354,Diesel,Manual,First Owner
Mahindra,2017,10.311056261993512,135726,Petrol,Manual,First Owner
Bmw,2012,43.45948264916246,58041,Petrol,Manual,Third Owner
Skoda,2007,13.18645722133986,35588,Petrol,Manual,Second Owner
Toyota,2021,32.289939268551606,24146,Petrol,Manual,Second Owner
Mercedes,2013,52.718499130710356,68232,Diesel,Automatic,First Owner
Hyundai,2021,3.197581175725615,188629,Diesel,Manual,First Owner
Audi,2012,22.032019211973974,223640,Diesel,Manual,First Owner
Bmw,2022,36.63640887798472,153990,Petrol,Manual,First Owner
Mahindra,2015,3.0,248948,Petrol,Manual,Fourth & Above Owner
Maruti,2018,7.783220952719641,101638,Petrol,Manual,First Owner
Mercedes,2018,49.83355376089081,86465,Cng,Manual,First Owner
Tata,2008,3.0,174717,Petrol,Manual,First Owner
Renault,2019,11.749247859561427,37994,Petrol,Automatic,First Owner
Maruti,2022,3.0,228288,Petrol,Manual,Second Owner
Kia,2016,5.68948584411937,196135,Lpg,Manual,Second Owner
Volkswagen,2022,17.28056954176225,13374,Diesel,Manual,Third Owner
Nissan,2020,12.979206971950841,50872,Petrol,Manual,First Owner
Mahindra,2016,8.108235528683302,158781,Diesel,Manual,Third Owner
Tata,2013,3.0,185944,Petrol,Manual,Fourth & Above Owner
Bmw,2020,44.82022959301568,58450,Diesel,Manual,Fourth & Above Owner
Bmw,2008,32.655598470374166,188001,Lpg,Manual,First Owner
Mercedes,2015,50.54564990134098,121163,Diesel,Manual,First Owner
Nissan,2019,5.439640126628051,170432,Diesel,Manual,Fourth & Above Owner
Skoda,2021,7.530236704810576,108875,Petrol,Manual,Second Owner
Mahindra,2009,7.747655808316502,116290,Petrol,Manual,First Owner
Toyota,2006,15.829809657868783,100545,Diesel,Manual,Third Owner
Nissan,2011,18.03297252030751,43452,Diesel,Manual,Third Owner
Volkswagen,2020,11.859591242043209,51637,Petrol,Manual,Third Owner
Nissan,2014,7.970490003960532,46080,Petrol,Manual,First Owner
Volkswagen,2005,3.0,201649,Petrol,Manual,Second Owner
Maruti,2007,3.0,108699,Petrol,Manual,Second Owner
Renault,2011,3.0,97982,Diesel,Manual,First Owner
Skoda,2011,3.0,214637,Petrol,Manual,Third Owner
Bmw,2007,23.485528840021146,222363,Diesel,Manual,First Owner
Hyundai,2013,12.992689010026307,62325,Petrol,Manual,First Owner
Tata,2013,4.539332312917639,91893,Diesel,Manual,Third Owner
Skoda,2008,6.616383438664195,105876,Cng,Manual,First Owner
Kia,2009,3.0,210729,Diesel,Manual,First Owner
Mercedes,2016,47.08009001786342,169548,Diesel,Manual,Third Owner
Hyundai,2022,7.256250523151965,138394,Petrol,Automatic,Third Owner
Bmw,2022,41.42094594754879,62605,Petrol,Automatic,Third Owner
Skoda,2015,11.852113965635564,99478,Diesel,Manual,First Owner
Bmw,2005,43.30499406388701,12067,Diesel,Automatic,Second Owner
Volkswagen,2021,4.1753503231191225,177487,Diesel,Manual,First Owner
Renault,2022,3.0,230119,Diesel,Manual,First Owner
Tata,2010,3.0,197730,Petrol,Manual,First Owner
Toyota,2012,23.130522694365393,80777,Petrol,Automatic,Second Owner
Mercedes,2005,45.35015196655955,123259,Cng,Manual,Second Owner
Hyundai,2019,3.0,239612,Diesel,Automatic,First Owner
Hyundai,2018,4.353608536669165,109228,Diesel,Manual,Third Owner
Honda,2005,3.0,210583,Diesel,Automatic,Fourth & Above Owner
Mercedes,2017,48.66877531381192,146467,Cng,Manual,First Owner
Bmw,2012,38.92046386033146,127237,Diesel,Manual,Third Owner
Volkswagen,2014,3.0,148365,Petrol,Manual,Second Owner
Volkswagen,2008,10.020027102723791,59783,Diesel,Manual,Second Owner
Hyundai,2019,9.24381244882559,109242,Petrol,Manual,First Owner
Toyota,2012,18.066700829638634,79566,Petrol,Manual,Second Owner
Hyundai,2020,3.0,190627,Diesel,Manual,First Owner
Mercedes,2007,41.89421240762343,155032,Petrol,Manual,Second Owner
Mercedes,2015,50.37879659426182,102931,Petrol,Manual,First Owner
Tata,2010,3.0,206512,Diesel,Manual,First Owner
Toyota,2022,26.04737337961178,115984,Lpg,Manual,Second Owner
Toyota,2015,10.866205045338752,238558,Petrol,Manual,First Owner
Nissan,2017,8.460136823558631,153302,Diesel,Manual,Second Owner
Renault,2006,3.0,222000,Petrol,Manual,Second Owner
Mercedes,2017,38.40208369465641,246777,Petrol,Automatic,First Owner
Ford,2006,3.0,85114,Diesel,Automatic,Third Owner
Audi,2011,33.54055608242548,68868,Diesel,Manual,First Owner
Renault,2009,3.0,209729,Diesel,Manual,Second Owner
Toyota,2005,23.49808390406548,61828,Diesel,Manual,First Owner
Nissan,2015,3.0,189263,Lpg,Automatic,First Owner
Audi,2009,36.74102492841302,48337,Diesel,Automatic,Third Owner
Mercedes,2014,39.50567040453943,218113,Petrol,Automatic,Third Owner
Kia,2018,4.523988524529929,173913,Diesel,Automatic,First Owner
Tata,2008,3.0,132654,Diesel,Manual,First Owner
Hyundai,2017,8.77910518214215,115028,Petrol,Manual,Second Owner
Volkswagen,2010,3.975445920860355,161129,Diesel,Manual,First Owner
Toyota,2010,19.063133636087596,100208,Diesel,Manual,Third Owner
Ford,2015,10.553900704584933,102459,Petrol,Manual,First Owner
Tata,2016,11.312303536250631,55002,Petrol,Manual,First Owner
Honda,2016,12.684408813627574,43671,Petrol,Manual,First Owner
Honda,2008,3.0,223328,Petrol,Automatic,First Owner
Honda,2015,4.152100159735271,188554,Diesel,Manual,Third Owner
Mercedes,2009,44.43866305396434,113577,Petrol,Automatic,Second Owner
Volkswagen,2009,3.0,208772,Diesel,Automatic,First Owner
Renault,2022,3.0,153884,Diesel,Manual,First Owner
Hyundai,2006,3.0,151774,Petrol,Manual,First Owner
Volkswagen,2012,15.074293062433345,32569,Petrol,Manual,Second Owner
Mahindra,2012,7.887799447925511,136877,Petrol,Automatic,Second Owner
Toyota,2009,19.39898589546616,31453,Petrol,Manual,First Owner
Ford,2019,4.731011213195304,172563,Petrol,Manual,Second Owner
Mahindra,2013,15.314726630219962,21501,Petrol,Manual,Second Owner
Honda,2017,8.741826402246526,130989,Diesel,Automatic,Fourth & Above Owner
Toyota,2011,20.444682821426934,94999,Diesel,Manual,Second Owner
Skoda,2021,23.496059742758984,37051,Petrol,Manual,First Owner
Skoda,2018,15.276179144211582,120857,Petrol,Manual,First Owner
Maruti,2010,6.518197756814871,54164,Diesel,Manual,Third Owner
Bmw,2022,40.64472558147855,64921,Petrol,Automatic,First Owner
Bmw,2020,27.49210541236669,223023,Diesel,Manual,First Owner
Honda,2015,11.175314810087999,90670,Petrol,Automatic,Second Owner
Renault,2005,3.0,103964,Cng,Manual,Second Owner
Mercedes,2015,53.44954825571378,6533,Petrol,Manual,Second Owner
Honda,2017,10.850578033426794,78628,Petrol,Manual,Second Owner
Maruti,2011,6.196696783058007,91016,Diesel,Manual,First Owner
Honda,2007,3.0,181193,Petrol,Manual,Second Owner
Tata,2015,8.808348639418135,34196,Diesel,Manual,Third Owner
Honda,2019,3.0,232819,Petrol,Automatic,First Owner
Tata,2010,7.6788543953531425,36454,Petrol,Automatic,First Owner
Mahindra,2013,6.411769821085317,164935,Petrol,Manual,Fourth & Above Owner
Kia,2005,17.464969283767076,6103,Diesel,Manual,First Owner
Hyundai,2017,3.0,205802,Diesel,Automatic,First Owner
Audi,2020,31.867704817435,175613,Petrol,Manual,First Owner
Audi,2018,27.07878403997296,210201,Diesel,Manual,Second Owner
Bmw,2012,24.512392133704925,233164,Diesel,Manual,Second Owner
Nissan,2005,3.0,209328,Petrol,Manual,Second Owner
Maruti,2013,3.3581008532753667,157278,Petrol,Manual,First Owner
Toyota,2021,17.037638715061114,210424,Petrol,Manual,First Owner
Mahindra,2006,14.557497748576619,28569,Petrol,Manual,Second Owner
Volkswagen,2008,3.0,163077,Diesel,Manual,First Owner
Bmw,2020,25.30380857980211,247464,Petrol,Manual,Second Owner
Nissan,2015,5.602420804630912,97413,Petrol,Manual,Second Owner
Honda,2008,3.0,244018,Diesel,Manual,Third Owner
Tata,2005,3.0,129131,Petrol,Manual,First Owner
Nissan,2012,3.4942378662423343,119717,Diesel,Manual,First Owner
Audi,2015,39.662180782365176,78529,Diesel,Manual,Third Owner
Mercedes,2020,56.94706526641071,31427,Petrol,Manual,Second Owner
Ford,2020,3.0,219708,Petrol,Manual,First Owner
Ford,2013,3.0,181581,Petrol,Manual,Fourth & Above Owner
Honda,2012,10.344767713747178,103049,Lpg,Manual,Second Owner
Mercedes,2021,40.111366397981534,240559,Petrol,Manual,First Owner
Tata,2018,11.250728469224553,50038,Diesel,Manual,Second Owner
Kia,2008,3.0,195781,Lpg,Manual,Second Owner
Mahindra,2017,11.023663020607591,115790,Petrol,Manual,First Owner
Ford,2017,3.0,157929,Diesel,Manual,First Owner
Toyota,2009,26.980281698993416,14124,Diesel,Automatic,First Owner
Bmw,2022,35.37999328532988,154653,Petrol,Manual,First Owner
Audi,2010,31.019531444658757,171396,Lpg,Manual,Second Owner
Nissan,2014,3.0,244589,Petrol,Automatic,First Owner
Mercedes,2013,47.538528925210684,89799,Diesel,Manual,First Owner
Tata,2017,8.69512015995696,22914,Diesel,Manual,Second Owner
Tata,2021,9.878068935006477,20110,Petrol,Automatic,First Owner
Nissan,2012,12.381136324878115,41641,Petrol,Manual,Third Owner
Renault,2011,5.550552452022634,78363,Petrol,Manual,Second Owner
Hyundai,2018,3.0,208548,Petrol,Manual,Second Owner
Skoda,2022,18.21229257328741,52820,Diesel,Automatic,First Owner
Bmw,2021,44.18490601518278,40552,Petrol,Manual,First Owner
Maruti,2018,8.799904325014035,12809,Lpg,Automatic,Second Owner
Mercedes,2017,48.29422210189779,98907,Petrol,Manual,First Owner
Bmw,2018,39.70642194942993,152853,Petrol,Manual,Second Owner
Bmw,2021,43.594634305145,73967,Petrol,Manual,First Owner
Skoda,2005,6.1999056717645775,126393,Petrol,Automatic,Second Owner
Renault,2015,8.840416946321449,64643,Diesel,Manual,First Owner
Ford,2005,3.0,201000,Petrol,Automatic,First Owner
Bmw,2015,46.404615120753974,11301,Diesel,Manual,First Owner
Mahindra,2012,15.646990596052692,54169,Diesel,Automatic,Second Owner
Mahindra,2010,4.17022342414711,143731,Petrol,Manual,First Owner
Skoda,2021,4.848129239789614,211394,Petrol,Manual,First Owner
Tata,2017,8.424173600791903,103303,Petrol,Manual,Third Owner
Renault,2015,8.983124327824264,22064,Petrol,Manual,Second Owner
Toyota,2020,15.982971365303465,140139,Diesel,Manual,Second Owner
Tata,2006,4.331805279646463,71246,Petrol,Manual,First Owner
Volkswagen,2016,9.090311609407683,79604,Petrol,Automatic,First Owner
Skoda,2007,3.0,230952,Petrol,Manual,First Owner
Ford,2009,3.0,235657,Petrol,Manual,Fourth & Above Owner
Mahindra,2008,11.980269744430533,68402,Cng,Manual,First Owner
Tata,2014,3.4776637759937508,149880,Diesel,Manual,First Owner
Mahindra,2016,9.030179251185348,137504,Diesel,Manual,First Owner
Nissan,2018,3.0,240495,Petrol,Automatic,Third Owner
Toyota,2012,10.693637878533893,236821,Petrol,Manual,First Owner
Honda,2021,12.63968715678791,90751,Petrol,Manual,Third Owner
Hyundai,2011,13.98482709727557,11228,Diesel,Manual,First Owner
Ford,2007,13.93819122738852,5560,Petrol,Manual,Third Owner
Nissan,2005,10.44628848934521,6138,Petrol,Manual,Third Owner
Ford,2007,3.0,196410,Diesel,Automatic,First Owner
Bmw,2013,28.574437786434764,186275,Diesel,Manual,Fourth & Above Owner
Mahindra,2012,3.0,207707,Petrol,Manual,Fourth & Above Owner
Mahindra,2020,18.78288467242106,39187,Petrol,Manual,First Owner
Audi,2007,38.75012275281108,19382,Cng,Automatic,Second Owner
Maruti,2009,9.77762868145444,46751,Petrol,Manual,Second Owner
Ford,2022,3.0,158215,Lpg,Manual,Third Owner
Toyota,2005,25.991137420845334,7203,Petrol,Manual,Second Owner
Maruti,2012,3.0,166949,Cng,Manual,Second Owner
Renault,2008,3.0,222781,Cng,Manual,First Owner
Kia,2014,13.709846877496423,40704,Petrol,Manual,Third Owner
Hyundai,2022,3.0,186020,Diesel,Manual,First Owner
Skoda,2009,5.808846688913637,140368,Petrol,Manual,Second Owner
Volkswagen,2011,3.0,236320,Petrol,Automatic,First Owner
Audi,2013,36.35905891649018,64583,Petrol,Manual,Second Owner
Hyundai,2019,13.431184109205981,60589,Diesel,Manual,Third Owner
Nissan,2022,11.414267978664888,9030,Petrol,Manual,First Owner
Maruti,2006,3.0,177756,Petrol,Manual,Third Owner
Nissan,2013,3.0,217393,Lpg,Manual,Third Owner
Bmw,2018,46.04853388495246,9602,Diesel,Manual,First Owner
Honda,2005,4.409968839047511,125465,Petrol,Manual,First Owner
Maruti,2019,3.0,182406,Petrol,Manual,First Owner
Bmw,2009,36.79282356559757,196516,Petrol,Manual,First Owner
Hyundai,2014,3.0,232922,Petrol,Manual,Third Owner
Bmw,2022,36.148876877570366,182108,Cng,Manual,First Owner
Mercedes,2016,42.38902828826513,230533,Lpg,Manual,Second Owner
Toyota,2022,13.05642283060939,248457,Petrol,Manual,First Owner
Tata,2015,3.0,232238,Petrol,Manual,First Owner
Tata,2008,3.0,112298,Petrol,Manual,Second Owner
Tata,2017,3.0,104723,Petrol,Automatic,First Owner
Hyundai,2016,6.492608273824488,109749,Petrol,Manual,Third Owner
Tata,2010,3.0,237924,Petrol,Manual,First Owner
Bmw,2006,34.149600271214624,74030,Petrol,Automatic,Second Owner
Toyota,2016,12.893731898158993,189323,Petrol,Manual,Second Owner
Mercedes,2015,48.73113494124401,158161,Diesel,Manual,Second Owner
Skoda,2018,17.75456853815917,20123,Diesel,Automatic,Second Owner
Mercedes,2007,41.78798731716857,124097,Petrol,Manual,First Owner
Volkswagen,2014,13.15637573343007,52708,Petrol,Manual,Second Owner
Toyota,2019,15.294323261655272,183546,Diesel,Manual,Second Owner
Nissan,2021,3.0,114599,Petrol,Manual,Third Owner
Tata,2021,4.061256566141756,92345,Diesel,Manual,First Owner
Ford,2008,15.756239199730064,21078,Petrol,Manual,First Owner
Ford,2008,10.155888068768869,37056,Cng,Manual,First Owner
Mercedes,2015,45.03425815766189,192187,Petrol,Manual,First Owner
Volkswagen,2013,3.0,216296,Diesel,Automatic,First Owner
Mercedes,2009,48.40633239986675,76326,Petrol,Automatic,First Owner
Nissan,2006,3.0,207871,Diesel,Manual,First Owner
Honda,2007,3.0,140240,Diesel,Manual,First Owner
Nissan,2011,7.595985293019503,90995,Petrol,Manual,First Owner
Mahindra,2018,8.76436434645713,115609,Diesel,Automatic,Third Owner
Nissan,2006,3.0,174136,Petrol,Automatic,Fourth & Above Owner
Mahindra,2006,3.0,227730,Petrol,Manual,First Owner
Skoda,2009,6.1637011769001395,125638,Petrol,Manual,First Owner
Honda,2020,12.639674163331703,89919,Diesel,Manual,First Owner
Kia,2022,7.129074667094381,191438,Diesel,Manual,Third Owner
Hyundai,2012,3.0,133648,Petrol,Manual,Third Owner
Ford,2005,3.0,100582,Diesel,Manual,First Owner
Nissan,2005,3.0,117645,Cng,Manual,First Owner
Maruti,2020,3.7195039480841654,136231,Diesel,Manual,First Owner
Tata,2013,10.520642094808421,39354,Petrol,Manual,First Owner
Hyundai,2006,12.467791450402293,19164,Petrol,Automatic,First Owner
Toyota,2020,16.67086941558759,167869,Petrol,Manual,Second Owner
Honda,2014,11.179375886473776,47852,Petrol,Automatic,First Owner
Bmw,2011,36.41714400349523,135249,Petrol,Manual,First Owner
Tata,2013,3.0,196532,Diesel,Manual,Second Owner
Mahindra,2009,11.482420861737603,57670,Diesel,Manual,Second Owner
Mahindra,2021,11.116435404705229,98483,Diesel,Manual,First Owner
Kia,2019,3.0,244682,Petrol,Automatic,Second Owner
Kia,2008,18.191880002539612,13600,Petrol,Manual,First Owner
Tata,2018,3.0,190152,Diesel,Automatic,First Owner
Mahindra,2008,13.084624794821682,46070,Petrol,Manual,First Owner
Maruti,2013,3.0,226889,Cng,Manual,First Owner
Kia,2018,18.72573599728831,105841,Petrol,Manual,First Owner
Audi,2005,38.78731149791259,6662,Petrol,Manual,Second Owner
Mercedes,2018,41.34368677728629,180888,Diesel,Manual,Third Owner
Toyota,2009,23.345650754527558,41076,Diesel,Manual,First Owner
Bmw,2017,38.78297545720112,94053,Petrol,Manual,First Owner
Maruti,2013,5.9806978900951435,128071,Diesel,Automatic,First Owner
Audi,2005,21.06006815071493,187570,Petrol,Manual,First Owner
Volkswagen,2018,10.675160907425838,107639,Petrol,Automatic,Third Owner
Toyota,2009,10.40468594647468,215224,Petrol,Manual,First Owner
Audi,2022,34.96690437725131,123017,Diesel,Manual,Second Owner
Bmw,2020,40.57396450777053,88578,Diesel,Automatic,Second Owner
Ford,2008,4.66641912000439,87586,Petrol,Manual,Third Owner
Mahindra,2015,3.882838183880135,201092,Diesel,Manual,First Owner
Maruti,2011,3.0,167892,Diesel,Automatic,First Owner
Kia,2015,17.699428972717307,36085,Petrol,Automatic,First Owner
Toyota,2015,12.699360070269353,188841,Petrol,Manual,Second Owner
Toyota,2010,24.915288954242182,106744,Petrol,Automatic,Second Owner
Audi,2016,39.38613204856823,90463,Petrol,Manual,Second Owner
Tata,2009,9.559243971974725,28902,Lpg,Manual,First Owner
Honda,2021,3.0,249562,Diesel,Manual,First Owner
Audi,2022,46.8241406205766,17869,Petrol,Manual,Second Owner
Volkswagen,2007,3.0,249177,Petrol,Manual,First Owner
Bmw,2018,46.432909135134096,20809,Petrol,Manual,Third Owner
Maruti,2021,4.212883724162856,128807,Petrol,Manual,Third Owner
Ford,2007,10.183331171499413,30664,Petrol,Automatic,First Owner
Renault,2018,6.949381706241549,125744,Petrol,Automatic,Second Owner
Bmw,2021,32.27152274600357,209752,Petrol,Automatic,First Owner
Mahindra,2009,5.025914385707717,149561,Petrol,Manual,Fourth & Above Owner
Mahindra,2015,8.942086226898047,138200,Petrol,Automatic,Second Owner
Mercedes,2019,55.52771022132841,34147,Petrol,Manual,First Owner
Audi,2011,22.01337457937109,237110,Petrol,Manual,Second Owner
Skoda,2009,7.0393756772839335,96970,Petrol,Manual,First Owner
Toyota,2012,19.7383554766193,136810,Petrol,Manual,First Owner
Kia,2011,4.3684770196310065,224936,Petrol,Manual,First Owner
Toyota,2018,23.741862558627865,159034,Lpg,Manual,First Owner
Bmw,2011,31.69061407304126,185063,Petrol,Automatic,First Owner
Mahindra,2011,14.62593250886243,50198,Diesel,Manual,Fourth & Above Owner
Nissan,2022,11.03694051197027,117719,Petrol,Manual,First Owner
Toyota,2015,16.48461223883827,137442,Petrol,Manual,Third Owner
Skoda,2021,18.612124251569522,48054,Petrol,Manual,First Owner
Toyota,2017,25.095000961193428,99399,Diesel,Automatic,Third Owner
Mercedes,2020,44.363997920949586,208707,Lpg,Manual,Second Owner
